AT,V,AP,RH,PE
19.94,65.46,1017.7,68.94,448.67
21.5,61.5,1008.43,78.13,447.83
23.47,65.61,1014.57,69.83,447.16
8.46,39.66,1015.14,85.38,484.16
7.2,40.35,1011.83,95.59,484.9
21.71,58.05,1013.07,85.75,449.38
14.49,44.84,1024.09,86.55,465.72
12.73,40.27,1005.68,68.77,475.61
10.72,45,1023.22,86.95,480.62
4.87,42.85,1012.69,94.72,482.05
7.61,38.06,1021.16,83.22,484.14
10.51,37.5,1010.7,96.29,474.24
23.74,49.21,1012.78,42.5,447.67
29.56,71.14,1011.42,53.18,432.09
9.32,36.66,1027.46,70.76,479.13
25.64,68.14,1005.48,56.11,437.63
9.76,40.71,1020.88,91.82,470.95
4.71,39.42,1026.4,84.42,481.28
21.7,49.02,1008.74,82.8,446.46
25.51,73.56,1006.59,96.63,437.07
23.36,62.52,1016.18,68.18,448.37
24.57,49.5,1014.22,56.31,455.72
10.67,40.56,1022.39,77.92,482.36
23.69,63.77,1013.39,79.5,444.07
5.98,41.31,1001.66,89.5,484.51
24.49,65.61,1014.71,63.47,447.26
16.01,43.69,1017.12,62.43,465.89
14.59,41.23,999.48,86.66,466.83
30.12,73.18,1012.29,61.32,429.31
23.34,59.14,1017.47,78.91,439.6
23.04,57.32,1011.23,64.27,442.01
5.21,35.79,1011.5,95.08,484.03
21.96,71.85,1009.38,75.98,441.52
19.33,58.96,1014.88,67.86,456.54
24.77,71.94,1006.77,88.86,432.27
28.28,69.48,1008.56,61.3,428.75
17.28,65.94,1013.62,89.97,454.76
24.74,69.13,1010.69,90.08,431.24
17.01,49.15,1021.83,84.02,458.78
29.3,68.08,1011.23,56.23,434.11
13.65,41.58,1020.56,72.17,460.8
5.66,40.62,1015.87,84.97,485.18
18.13,60.1,1009.67,84.75,455.82
23.09,63.91,1012.23,83.25,447.9
13.46,39.85,1012.76,72.94,472.5
26.1,58.9,1004.18,71.63,444.4
12.04,41.58,1018.02,88.91,464.45
13.17,36.71,1012.82,72.76,474.93
10.23,42.07,1017.93,91.1,475.14
10.64,41.04,1025,93.59,468.88
20,69.48,1011.05,85.51,448.79
13.33,38.47,1015.42,58.27,466.26
4.31,38.5,1011.75,82.08,492.92
25.25,58.46,1015.54,70.76,444.05
2.34,39.42,1028.47,69.68,490.34
19.16,43.43,1012.36,72.59,451
16.85,49.78,1005.61,100.1,455.33
27.04,69.98,1008.5,75.41,433.25
9.72,41.44,1015.17,84.41,481.85
28.32,71.64,1004.73,72.71,436.31
22.73,63.73,1009.12,94.8,441.75
10.48,39.58,1011.81,88.86,472.61
12.27,39.82,1012.18,85.58,477.54
23.6,48.98,1015.41,48.28,448.43
25.24,68.67,1006.76,76.95,442.29
24.91,69.89,1015.25,82.39,438.29
11.42,41.54,1020.21,71.57,477.5
7.36,40.07,1017.29,52.55,489.45
8.23,41.01,1022.89,98.03,474.52
35.1,68.27,1006.96,43.51,426.3
19.62,52.05,1012.09,50.02,456.81
25.82,69.68,1012.69,89.94,439.58
28.8,70.02,1010.76,49.61,435.45
10.98,41.39,1017.54,85.31,476.31
6.87,39.85,1012.66,83.34,486.26
31.05,62.7,1009.35,55.27,441.67
13.49,44.63,1019.12,70.02,471.08
13.9,42.86,1030.82,71.89,473.76
17.54,44.58,1016.56,79,465.51
33.33,73.03,1014.2,42.28,436.05
22.11,59.8,1016.74,73.9,453.45
6.06,41.17,1019.67,84.7,489.62
26.12,63.94,1017.97,44.81,441.46
22.94,61.5,1008.25,73.45,445.31
20.06,56.53,1020.38,75.16,455.99
32.67,67.83,1007.81,42.16,425.75
20.34,69.45,1012.76,91.05,442.73
29.83,71.43,1011.93,55.8,439.34
11.03,42.32,1017.26,90.56,470.92
26.03,59.07,1007.3,82.52,440.6
25.42,66.05,1016.74,68.92,442.6
12.77,40.71,1014.66,72.81,471.59
19.82,57.85,1011.58,97.23,447.36
19.9,56.53,1020.52,78.05,456.48
11.72,40.92,1023.35,88.55,465.88
25.82,72.39,1003.4,86.33,432.98
18.27,51.43,1010.38,88.39,460.41
26.39,66.49,1012.96,60.35,433.36
9.49,40.69,1015.09,91.31,476.67
22.56,47.43,1006.72,54.82,448.65
20.72,68.61,1011.25,87.1,447.89
17.51,41.85,1016.25,72.03,465.05
18.77,39.54,1009.39,63.35,458.58
23.26,58.2,1016.72,57.98,446.87
10.42,39.96,1025.21,95.69,470.81
10.25,41.46,1018.67,84.41,479.28
23.55,65.12,1016.23,66.65,446.44
25.68,46.21,1011.01,57.53,442.98
15.14,37.85,1010.33,84.3,468.31
16.49,41.93,1022.92,44.98,467.48
14.5,44.47,1028.2,66.95,465.15
10.39,40.96,1023.51,84.73,479
6.92,41.26,1011.16,96.2,483.61
19.12,45.01,1014,59.95,453.24
19.69,56.65,1020.72,70.86,456.18
24.46,61.9,1013.88,87.16,441.34
18.68,46,1002.2,97.17,447.8
23.27,64.15,1020.98,71.18,452.26
10.72,41.38,1021.6,63.77,478.29
13.44,37.85,1009.78,99.13,469.89
30.04,67.25,1017.57,38.14,434.83
26.38,59.92,1009.99,71.91,444.85
26.26,74.9,1003.85,81.94,437.44
4.99,41.03,1022.33,83.11,493.16
31.44,64.44,1014.04,49.15,437.6
18.27,58.2,1018.34,72.73,448.17
28,69.05,1000.82,65.24,427.71
29.87,69.13,1001.08,72.75,426.47
12.65,44,1023.03,88.73,471.46
24.33,46.93,1013.51,52.63,449.07
21.08,63.13,1013.53,98,443.51
17.79,45.01,1015.71,67.13,454.4
18.02,53.16,1013.41,82.84,458.01
24.66,48.78,1018.39,71.79,449.11
13.35,41.39,1019.17,72.87,474.19
8.27,35.77,1015.3,73.36,478.13
23.19,49.82,1014.59,70.52,451.08
13.46,41.4,1019.46,71.73,467.4
17.48,58.95,1016.49,90.35,449.26
29.65,72.86,1004.26,69.63,434.67
16.25,58.16,1018.34,78.59,458.31
22.86,60.08,1017.2,67.11,452.34
11.4,52.75,1023.31,75.7,465.79
5.35,35.79,1013.23,93.53,483.2
29.59,70.17,999.71,71,434.85
11.95,42.03,1017.58,90.89,465.2
18.06,65.48,1018.79,77.95,454.34
28.35,70.32,1009.22,47.13,427.21
20.75,60.77,1017.91,86.06,448.58
14.28,43.02,1012.97,49.44,467.83
23.35,71.85,1009.32,73.48,441.28
27.55,73.68,1013.62,81.13,431.86
24.38,58.2,1016.93,51.61,444.36
29.92,57.19,1008.62,45.8,438.99
19.92,63.31,1015.02,82.71,443.54
24.39,51.86,1014.92,59.98,447.7
24.05,70.4,1006.83,92.35,442.07
9.37,42.32,1015.15,82.96,477.57
19.62,58.79,1017.59,87.39,446.29
29.08,67.07,1005.73,57.18,435.57
27.71,70.32,1008.63,64.05,432.59
5.54,41.38,1020.47,82.91,490.07
5.8,45.87,1009.14,92.06,481.6
18.4,40.79,1006.18,92.36,461.29
28.76,51.43,1011.88,49.79,449.98
17.89,44.78,1010.03,53.78,457.74
21.28,70.32,1011.06,90.12,439
14.75,41.16,1009.58,86.96,468.14
23.49,73.18,1012.4,90.05,437.01
10.64,39.61,1018.33,66.81,471.48
20.73,59.87,1019.08,80.48,445.18
12.88,43.8,1023.19,59.18,468.19
5.52,42.85,1012.77,93.82,478.98
22.89,65.34,1015.53,61,450.53
21.93,60.84,1018.96,76.8,440.76
25.96,63.78,1016.95,49.47,443.8
11.82,41.74,1022.36,74.06,476.21
24.48,50.23,1017.03,66.89,456.02
13.75,41.49,1019.9,88.23,469.02
10.92,40.92,1021.84,83.03,467.05
18.89,58.66,1010.96,84.07,453.33
22.82,60.08,1017.95,65.71,450.86
6.05,42.85,1013.09,91.88,485.02
20.45,59.8,1015.13,79.21,452.96
18.21,39.54,1009.81,70.92,461.73
11.25,40.67,1011.64,63.54,480.49
27.75,77.24,1007.48,78.37,433.57
10.02,39.96,1024.88,96.85,473.22
15.33,43.13,1015.41,53.17,466.86
28.31,74.34,998.42,79.23,431.95
32.72,69.75,1009.6,49.35,437.99
11.52,40.75,1016.23,85.18,477.19
9.53,40.23,1017.74,89.05,484
23.56,51.86,1014.04,73.9,448.04
20.5,51.19,1009,91.79,445.35
26.08,48.6,1003.61,57.8,438.61
26.91,61.5,1009.47,55.26,436.84
9.48,44.68,1023.29,92.9,478.66
16.76,43.77,1012.25,77.95,457
15.62,38.28,1014.5,77.01,465.7
7.81,40.71,1023.32,82.08,475.46
9.06,40.02,1031.16,82.04,478.01
24.93,70.32,1007.34,61.25,436.03
26.75,70.32,1007.61,54.09,433.46
11.55,40.6,1014.44,87.06,475.14
31.53,70.94,1007.11,50.04,431.84
9.6,37.73,1021.87,77.75,481.03
24.63,59.57,1010.45,85.36,440.67
14.84,42.03,1017.47,79.27,466.2
15.66,43.99,1021.18,88.62,467.57
12.19,40.05,1014.65,85.1,472.68
12.19,41.17,1019.43,65.47,475.64
26.65,73.18,1012.27,83.12,437.7
26.96,62.39,1008.14,73.95,437.41
9.59,38.91,1011.87,81.3,479.96
30.31,77.24,1008.02,67.84,435.28
32.46,74.33,1012.61,37.07,427.87
13.5,45.51,1015.33,86.95,469.08
21.89,58.05,1011.31,85.71,441.76
5.71,40.77,1022.49,87.9,487.48
27.89,68.12,1012.78,48.72,435.69
23.67,68.67,1006.71,77.22,445.32
11.43,44.78,1013.43,82.45,471.09
12.42,40.24,1016.59,90.01,469.59
26.43,51.43,1006.3,71.48,441.01
18.6,60.1,1009.91,87.13,453.94
34.51,73.03,1013.73,39.42,439.8
10.18,40.81,1015.79,81.42,475.13
30.73,69.89,1015,58.9,426.79
11.2,35.76,1019.24,64.59,473.33
18.93,44.06,1017.58,68.23,454.75
27.23,44.05,1005.69,58.91,440.2
21.71,60.27,1015.74,89.76,441.19
25.3,49.3,1003.67,69.08,436.62
5.68,40.77,1022.49,90.6,487.58
26.57,44.57,1007.76,50.39,445.49
30.02,68.24,1009.8,65.73,429.5
18.92,62.26,1012.05,85.99,451.51
9.24,41.4,1018.34,84.91,477.65
13.98,40.24,1017.19,87.45,467.2
30.83,77.3,1001.7,57.85,435.87
12.47,45.01,1017.8,95.25,467.18
25.38,71.73,1009.97,72.6,434.44
20.65,66.51,1014.94,71.83,456.49
23.39,64.63,1020.45,58.22,449.27
16.89,49.21,1015.19,70.39,458.25
6.03,41.17,1019.81,84.2,488.57
17.98,56.85,1012.28,84.52,448.71
23.24,68.31,1009.71,80.8,440.78
24.59,71.94,1006.89,88.52,430.28
23.05,48.98,1015.64,49.33,446.05
11.92,41.2,1016.99,81.24,476
6.75,39.9,1008.3,87.42,484.05
18.92,67.71,1008.19,64.53,446.77
24.51,62.08,1022.58,57.44,447.04
31.52,76.2,1008.31,57.35,435.31
28.42,73.5,1011.23,72.79,435.59
27.44,66.56,1005.51,69.28,428
7.82,40.72,1022.17,88.13,481.52
4.15,39.9,1007.62,95.69,489.8
29.12,66.51,1015.69,37.9,432.88
8.07,41.01,1023.26,97.5,474.09
21.3,48.92,1010.92,65.09,447.89
25.99,74.67,1016.59,83.39,434.7
14.08,40.1,1015.48,82.81,469.33
28.46,69.75,1009.46,79.75,435.75
27.14,70.32,1007.08,73.08,427.21
25.58,61.08,1013.37,71.27,446.32
14.67,71.14,1019.84,77.72,458.8
6.57,42.07,1004.48,74.82,483.86
14.43,45.08,1023.23,83.98,465.07
25.9,71.73,1010.18,74.83,434.84
11.34,45.17,1018.32,96.24,472.13
15.48,41.66,1009.55,66.74,467.06
25.38,74.67,1016.61,81.34,435.41
20.35,67.45,1015.14,69.22,447.64
13.73,50.59,1020.44,85.54,459.6
21.37,81.56,1006.57,81.56,434.38
10.22,41.74,1022.65,83.58,479.01
30.29,71.58,1010.01,54.03,434.27
19.47,58.79,1016.8,87.26,450.17
29.35,71.58,1010.07,61.8,434.45
16.11,44.92,1025.37,79.85,460.99
22.48,67.45,1014.77,63.9,445.55
10.29,40,1021.46,90.6,479.58
30.24,73.9,1006.74,56.39,441.31
26.86,71.32,1007.38,81.14,430.44
11.29,41.5,1013.39,89.15,476.04
22.63,58.49,1010.94,72.7,448.38
28.29,61.86,1011.87,64.17,438.25
14.8,44.71,1014.67,41.71,470.77
29.1,73.4,1011.35,57.31,436.85
27.99,71.64,1007.79,72.67,437.81
24.55,67.07,1005.66,63.58,443.39
24.96,60.27,1018.68,69.97,442.67
7.55,39.22,1014.53,77.76,482.19
6.99,40.07,1014.83,54.36,490.11
29.38,69.68,1011.35,49.25,430.2
17.75,55.5,1020.15,81.26,459.43
29.61,67.07,1005.91,39.28,434.14
9.7,37.14,1012.79,75.2,475.77
8.52,38.5,1013.16,64.06,482.96
28.97,67.9,1006.19,65.81,434.7
20.3,67.32,1013.49,80.9,441.51
13.6,39.82,1013.34,86.1,470.69
26.18,52.36,1013.46,56.65,453.54
11.94,44.2,1017.97,82.93,474.02
14.69,35.71,1015.78,57.34,467.39
21.41,54.2,1011.37,82.28,448.11
21.98,55.5,1017.89,57.9,457.29
31.18,74.34,1003.81,63.59,434.15
8.02,39.04,1018.49,68.07,479.53
27.18,64.44,1012.81,61.27,440.3
10.12,40,1021.15,91.67,479.62
24.37,70.02,1010.97,71.97,443.53
18.55,46.48,1007.34,80.67,452.37
8.51,38.5,1013.33,64.28,482.39
30.49,70.32,1011.34,66.33,434.76
26.35,59.87,1013.24,73.63,447.26
17.46,42.42,1008.97,69.19,469.63
14.87,54.3,1017.17,71.57,462.87
16.59,39.54,1007.97,70.58,464.19
17.76,40.55,1002.82,73.77,461.8
5.84,41.38,1020.34,82.41,489.4
27.93,73.68,1015.41,49.95,435.95
9.38,40.46,1019.29,75.77,474.1
28.44,69.84,1003.25,68.24,426.69
6.97,41.26,1010.6,96.88,484.71
5.37,40.07,1012.75,63.58,494.21
16.6,41.93,1022.01,48.98,467.51
28.02,63.9,1013.96,46.2,444.42
23.39,69.13,1010.99,90.66,434.5
5.37,38.68,1017.76,76.48,487.07
21.83,63.13,1013.4,85.82,443.41
10.36,43.67,1011.95,78.15,477.23
23.86,59.21,1013.02,73.6,441.22
29.1,70.4,1003.97,77.57,430.98
25.21,64.63,1020.56,51.31,448.66
28.61,68.12,1011.71,47.57,432.94
26.62,71.73,1009.32,80.1,431.93
28.47,67.69,1004.79,56.51,430.67
6.12,40.81,1014.77,88.15,487.24
19.08,46.93,1010.6,75.21,454.45
25.76,74.87,1010.18,65.15,443.7
11.83,44.21,1019.37,85.31,463.62
23.93,68.28,1005.16,69.91,444.95
26.71,77.95,1012.13,77.5,433.47
33.2,73.88,1005.67,48.48,438.12
16.02,39.54,1007.73,72.81,466.15
10.36,43.67,1012.16,77.04,478.27
21.4,44.57,1005.7,73.09,445.09
12.16,45,1021.51,50.52,482.99
25.67,58.59,1013,62.34,451.03
28.9,68.84,1011.64,64.44,437.06
23.65,66.05,1019.6,78.21,442.9
28.98,62.66,1009.1,52.62,438.45
21.71,60.77,1017.95,85.07,444.59
28.33,78.92,1011.15,70.04,432.67
10.94,40.81,1026.03,80.79,476.32
21.04,65.46,1017.22,63.02,452.12
29.17,74.34,1004.51,82.02,433.03
24.23,49.3,1003.61,74.44,440.65
31.68,73.68,1014.85,64,431.11
23.07,57.5,1015.7,75.47,447.49
25.86,61.08,1013.51,67.5,449.67
11.98,39.35,1014.97,98.05,472.43
27.75,66.51,1015.42,39,433.08
8.63,39.96,1024.39,99.47,475.79
27.14,63.13,1013.38,75.68,438.82
26.24,49.82,1014.9,55.58,452.41
20.56,43.79,1015.85,45.7,462.11
10.04,39.13,1011.26,88.91,474.61
25.16,43.21,1011.73,88.69,442.29
16.43,41.79,1005.47,76.89,455.85
18.74,44.34,1019.4,55.16,468.84
7.89,71.14,1018.4,86.49,474.66
11.3,43.14,1019.56,99.83,469.73
13.41,40.89,1010.85,89.61,472.4
16.38,55.5,1019.8,82.44,464.58
30.93,71.85,1008.63,58.47,427.82
11.36,40.75,1016.34,85.19,477.5
19.4,39.53,1007.96,63.38,457.17
20.19,62.26,1011.37,89.69,443.58
11.22,40.22,1011.01,81.67,476.7
11.86,39.85,1013,66.92,478.29
27.58,73.06,1009.63,88.31,438.1
34.29,68.51,1009.58,32.25,427.62
28.99,68.24,1008.75,66.57,428.28
18.82,61.27,1019.5,72.23,455.29
21.61,64.63,1020.86,69.73,451.02
24.55,57.5,1015.36,62.45,447.3
23.09,70.02,1010.58,77.85,443.27
20.78,60.84,1018.66,80.4,445.82
17.37,48.92,1011.91,58.4,455.53
28.82,71.43,1011.51,58.58,443.68
13.16,43.41,1016.43,79.47,465.6
31.18,77.95,1014.89,65.62,431.58
30.26,76.2,1008.44,62.1,435.04
8.97,44.03,1013.16,80.39,474.61
28.41,75.6,1018.48,56.07,440.28
13.4,41.58,1020.5,71.17,461.54
6.33,39.33,1012.06,93.16,492.22
10.12,41.55,1005.78,62.34,475.46
19.09,65.94,1012.53,81.06,446.34
12.28,40.55,1005.72,98.56,472.47
25.45,75.23,1011.41,73.33,441.65
26.27,58.33,1013.81,60.43,438.82
25.15,57.32,1012.41,41.84,440.1
13.87,49.83,1006.76,89.14,462.46
17.77,56.53,1019.57,79.89,457.94
23.56,49.16,1002.54,69.07,443.02
27.62,72.43,1007.54,71.33,428.76
8.24,39.61,1017.99,78.42,477.9
17.75,42.24,1016.86,61.52,468.86
15.49,39,1016.01,71.31,462.28
27.4,66.48,1004.71,51.5,439.66
25.15,73.67,1007.42,85.48,435.9
8.51,40.81,1015.54,83.16,481.02
7.05,40.69,1020.53,89.67,476.75
13.13,50.59,1020.26,87.44,470.03
28.19,67.45,1013.97,49.76,434.77
25.61,58.86,1013.9,54.9,444.77
31.44,79.74,1006.95,56.99,431.69
14.54,41.17,1015.15,67.78,470.19
17.45,49.64,1026.4,66.67,454.67
19.72,66.51,1015.07,74.7,458.07
18.42,60.1,1009.77,86.75,451.93
14.46,45.87,1008.26,89.44,458.69
11.57,39.72,1002.26,78.69,474.72
11.67,37.73,1021.2,68.88,473.54
24.87,68.61,1011.19,55.69,450.54
22.18,59.8,1016.77,73.16,453.24
20.24,58.41,1013.73,99.59,449.49
18.93,48.6,1005.72,84.92,449.74
30.64,74.87,1009.44,59.01,437.43
19.64,46.33,1013.33,98.99,451.45
24.93,73.5,1011.28,83.09,437.35
22.85,60.29,1017.29,61.92,448.58
18.05,56.03,1020.69,77.87,459.09
15.14,41.93,1020.95,61.26,469.68
27.2,49.16,1005.33,46.73,440.57
16.88,56.89,1014.01,82.1,457
9.1,39.42,1025.28,68.78,471.85
28.88,63.76,1010.16,56.34,435.54
7.61,39.42,1024.93,74.77,475.55
13.12,52.75,1023.69,67.5,462.7
19.69,39.72,1001.49,60.34,456.55
30.92,59.57,1010.87,62.43,440.96
8.84,42.49,1010.28,89.09,481.58
23.38,48.78,1019.03,78.69,446.18
27.16,59.87,1011.78,58.84,446.38
25.16,58.82,1009.63,72.62,442
10.63,37.5,1008.93,98.14,474.81
28.4,69.34,1009.76,70.4,436.5
23.48,64.15,1021.08,57.77,450.89
9.35,41.03,1021.33,66.75,482.16
17.82,56.89,1014.24,77.73,453.83
10.35,38.38,1020.77,74.55,477.76
20.72,44.57,1008.96,72.57,449.76
18.12,50.16,1009.82,100.09,453.29
23.43,63.94,1010.64,89.29,440.16
15.25,52.9,1014.86,76.87,463.93
25.99,68.08,1013.13,59.14,442.14
33.24,74.34,1002.58,45.05,435.5
10.95,43.8,1022.61,63.46,473.2
23.86,66.54,1005.23,90.89,432.17
27.54,75.6,1018.26,57.89,440.87
31.88,70.36,1006.2,57.51,438.42
27.51,73.67,1005.71,76.75,431.97
7.95,40.72,1023.7,84.19,486.14
28.43,73.18,1012.52,71.05,427.11
27.97,66.17,1010.81,63.73,441.7
20.83,70.72,1009.56,89.37,446.48
14.18,42.99,1007.19,73.21,468.35
21.75,60.27,1018.55,87.81,444.19
16.22,41.35,1000.96,79.59,462.21
24.59,72.24,1011.42,81.5,433.31
29.04,76.09,1007.52,75.44,430.32
8.18,43.69,1017.16,88.16,487.83
13.41,45,1022.31,76.29,475.9
18.87,60.07,1015.15,70.91,453.27
12.54,44.03,1007.05,84.03,471.86
29.22,75.23,1010.49,48.73,438.57
30.07,70.04,1010.84,55.74,426.35
12.38,45.09,1013.26,90.55,467.47
28.57,65.27,1013.27,51.11,440.51
23.86,73.5,1011.34,87.32,438.62
23.64,58.49,1011.4,74.2,445.75
33.42,68.51,1011.91,45.83,427.66
11.91,41.49,1019.69,96.39,470.07
32.66,73.68,1014.64,40.88,425.17
21.75,45.09,1014.15,44.84,452.84
14.35,46.18,1016.63,87.76,461.74
15.48,47.83,1004.88,81.68,463.67
27.99,69.89,1013.94,51.25,435.79
15.68,39.16,1006.09,75.62,461.98
10.59,41.54,1019.94,72.52,478.74
5.68,40.35,1012.11,92.86,486.79
28.92,72.43,1007.03,66.14,431.5
4.96,45.87,1007.32,98.78,481.88
28.09,70.02,1010.84,51.29,437.83
19.77,65.06,1016.22,74.95,448.26
4,39.9,1009.64,97.16,490.79
24.65,72.43,1007.99,90.05,437.59
15.92,41.79,1006.24,79.42,458.68
27.28,78.92,1011.05,75.48,434.78
17.46,53.29,1018.07,91.01,458.06
18.32,66.51,1015.18,81.5,459.89
14.77,48.06,1010.92,69.81,461.52
7.77,41.82,1032.72,72.8,479.4
29.59,74.78,1009.45,55.75,436.77
10.6,41.46,1021.23,89.02,481.3
10.45,39.61,1020.23,73.39,477.41
22.99,46.21,1010.71,60.11,444.36
12.31,44.03,1007.78,94.42,468.13
8.56,40.71,1021.27,95.87,471.58
11.04,41.74,1022.6,77.51,477.2
11.24,42.34,1021.3,95.19,469.3
24.19,65.48,1018.8,60.54,443.92
12.68,40.69,1014.46,79.77,475.37
12.89,48.14,1017.48,83.95,463.77
22.39,48.14,1014.56,64.31,448.58
25.61,67.69,1009.22,68.76,437.78
19.51,44.05,1008.52,78.38,451.7
18.64,52.08,1004.24,99.9,451.3
19.41,64.45,1009.44,64.05,452.55
33.41,77.95,1010.3,59.72,432.9
27.54,74.22,1007.44,75.91,430.72
20.98,60.1,1011.07,79.44,450.95
26.31,44.57,1007.51,52.6,452.73
23.81,60.08,1017.29,62.66,450.33
33.82,77.17,1008.96,58.91,435.58
14.63,40,1018.03,63.4,457.09
15.09,41.76,1022.4,76.22,463.27
15.21,50.88,1014.24,100.11,460.56
15.78,48.6,1007.24,84.23,460.86
22.47,48.6,1002.33,63.23,445.98
24.67,49.5,1013.62,59.42,455.31
25.28,70.32,1006.91,81.74,431.43
20.76,51.19,1009,87.23,445
22.07,60.08,1017.68,71.23,452.56
7.64,41.17,1020.01,75.14,488.53
14.48,44.06,1018.73,75.88,467.46
12.9,43.41,1015.92,59.15,464.26
10.6,41.17,1018.38,87.92,478.47
30.85,70.94,1007.47,54.79,431.77
33.76,68.51,1011.33,38.35,429.83
24.8,66.51,1016.74,65.72,441.34
17.53,50.66,1012.74,91.51,457.28
26.71,70.4,1007.59,82.63,432.64
10.25,41.26,1007.44,98.08,476.03
21,66.86,1013.06,59.7,451.89
21.26,60.84,1018.43,78.83,446.08
19.92,48.98,1014.32,64.99,455.57
22.5,58.79,1017.48,73.02,443.35
16.71,46.18,1011.61,95.82,459.4
22.67,60.77,1017.56,79.43,444.43
9.34,41.49,1020.58,97.59,471.04
22.92,63.94,1019.28,42.69,444.22
13.98,44.84,1023.6,89.09,462.81
9.54,41.17,1019.79,65.61,481.18
6.86,42.49,1007.95,93.96,486.14
16.69,40.56,1019.92,51.43,469.9
15.12,48.92,1011.8,72.93,462.59
24.99,58.79,1016.37,67.16,439.2
23.41,54.42,1012.86,70.12,454.68
29.73,73.06,1010.27,84.84,432.73
25.47,59.92,1010.08,77.18,439.84
13,39.85,1012.57,61.56,477.71
17.31,44.71,1017.43,35.4,463.05
22.53,74.87,1009.91,93.21,444.69
11.85,42.07,1017.92,93.45,467.25
31.6,73.17,1010.05,43.48,433.37
20.36,66.05,1015.86,87.19,450.23
29.09,75.33,1001.61,71.06,433.29
22.66,68.3,1017.73,86.92,431.27
28.75,70.02,1010.33,46.55,440.31
21.17,59.8,1016.06,77.73,455.66
14.24,39.52,1018.22,77.19,468.51
26.92,73.17,1011.42,76.94,431.29
10.25,41.46,1020.65,87.07,481.94
23.48,70.79,1006.7,88.57,432.25
5.62,41.31,1001.37,89.16,485.6
23.42,63.07,1011.72,75.81,444.23
32.41,58.9,1003.26,45.33,439.11
28.31,65.71,1014.67,59.29,447.26
24.49,65.06,1014.07,63.32,441.4
10.51,39.04,1023.95,85.35,479.15
23.57,70.04,1011.06,82.79,437.53
11.88,41.58,1016.56,90.18,465.47
24.9,67.25,1017.77,66.17,433.71
24.01,60.84,1018.83,63.82,436.32
20.21,65.06,1016.46,73.36,451.46
32.07,71.29,1008.43,44.95,426.96
16.71,40.55,1004.45,81.64,464.13
6.08,35.79,1011.08,90.59,483.08
25.32,54.5,1015.5,68.17,451.52
7.69,43.02,1014.51,85.23,486.46
21.24,50.32,1008.54,84.83,447.32
22.44,58.16,1017.28,63.68,452.71
6.4,41.17,1019.54,85.37,488.82
13.25,44.92,1024.11,89.34,469.18
10.8,39.58,1011.99,87.54,478.24
21.55,44.58,1017.2,46.64,464.44
16.17,41.79,1005.78,78.8,454.72
24.28,68.31,1009.94,77.08,440.07
4.61,40.27,1012.32,77.28,492.85
24.66,66.49,1010.83,70.06,438.01
20.91,58.2,1018.1,62.8,446.19
14.03,49.15,1020.5,83.65,467.16
14.79,41.04,1025.32,75.81,456.97
7,38.5,1014.09,81.32,489.52
9.11,40.64,1020.68,86.91,476.62
15.55,40.66,1016.21,88.5,457.53
31.11,69.05,1002.37,41.56,433.19
25.15,66.49,1012.71,63.46,436
7.79,41.01,1024,97.2,477
15.44,39.54,1007.49,82.14,469.28
21.98,59.39,1015.25,84.52,446.79
11.22,41.93,1023.13,69.35,480.71
31.71,73.5,1010.63,40.17,430.45
24.26,42.8,1013.72,61.62,459.65
15.09,39.52,1017.05,72.43,469.8
24.79,59.21,1017.9,53.83,446.04
13.61,42.34,1017.78,88.84,466.17
17.84,61.27,1020.1,70.68,454.57
15.28,48.14,1012.55,69.65,460.75
27.56,68.08,1010.8,59.18,433.95
14.82,40,1016.32,66.3,458.46
8.53,40.77,1009.85,90.95,481.03
20.51,42.23,1013.25,71.83,461.78
27.49,63.78,1015.43,47.45,445.66
29.29,73.18,1012.4,66.65,430.31
22.23,46.93,1013.09,58.02,448.27
14.8,43.99,1022.89,85.25,461.97
19.68,51.19,1008.64,94.88,452.04
26.36,73.68,1013.99,86.44,430.39
24.75,69.89,1015.29,82.01,438.1
30.03,67.9,1006.22,52.61,426.13
26.49,78.92,1010.82,83.42,434.91
23.84,68.94,1007.45,71.35,436.05
9.59,38.56,1017.52,61.89,481.05
24.26,67.69,1008.48,66.74,437.4
25.17,64.79,1017.87,63.26,442.15
11.43,40.22,1010.84,81.04,477.5
33.15,68.51,1012.9,51.91,428.89
28.86,73.4,1011.37,58.76,439.33
10.4,40.43,1025.46,75.09,492.09
25.27,63.91,1009.82,75.48,440.39
20.45,69.45,1012.53,91.81,441.83
9.55,41.44,1015.07,85.94,481.75
4.56,40.27,1011.13,80.24,493.87
11.58,39.69,1005.17,86.55,469.6
31.25,73.5,1010.81,45.2,432.25
11.91,44.45,1021.39,84.49,466.52
26.08,70.32,1012.32,89,434.24
22.01,58.46,1016.26,75.99,443.75
9.71,42.44,1014.29,94.03,481.03
24.54,48.06,1013.02,55.18,443.67
8.28,40.56,1023.29,79.44,486.4
26.39,71.25,999.8,89.12,430.34
13.77,47.83,1007.41,90.66,466.07
10.18,43.5,1022.84,88.7,476.91
29.17,73.17,1009.87,60.97,432.07
31.4,66.54,1003.55,57.73,425.91
18.39,67.71,1003.77,92.48,444.63
6.14,38.5,1012.4,75.35,489.26
18.61,47.83,1006.43,78.89,454.21
31.74,72.25,1012.21,41.62,437.29
14.98,39.58,1011.78,75.07,467.77
